"","source","id","type","date","year","decade","lat","lon","source2","type_gbif","state","acceptedNameUsage","accessRights","adm1","adm2","associatedOccurrences","associatedReferences","associatedSequences","associatedTaxa","basisOfRecord","bed","behavior","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","crawlId","created","dataGeneralizations","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestAgeOrLowestStage","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","group","habitat","higherClassification","higherGeography","highestBiostratigraphicZone","http://unknown.org/classs","http://unknown.org/occurrenceDetails","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","latestAgeOrHighestStage","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","lithostratigraphicTerms","locality","locationAccordingTo","locationID","locationRemarks","lowestBiostratigraphicZone","member","modified","month","municipality","nameAccordingTo","namePublishedInYear","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingEffort","samplingProtocol","scientificName","scientificNameID","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonConceptID","taxonID","taxonKey","taxonomicStatus","taxonRank","taxonRemarks","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimSRS","verbatimTaxonRank","vernacularName","waterBody","downloadDate"
"382","GBIF","GBIF11","sighting",2016-01-01,2016,"2010s",47.795691,-120.051182,"iNaturalist",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,"HUMAN_OBSERVATION",NA,NA,NA,"2560377","Mammalia",359,"United States","Observations",NA,NA,NA,180,"United States",110,NA,NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2016-01-06T20:04:50.000+0000",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-01-01T00:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,"United States","1227772657","Erethizon","Erethizon",2437593,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.inaturalist.org/observations/2560377","4758061",NA,NA,NA,NA,"2560377",NA,NA,NA,"iNaturalist",NA,NA,NA,"US",1227772657,"Animalia",1,NA,"2018-05-09T02:24:46.758+0000","2018-02-03T03:56:31.627+0000","2018-01-11T08:27:51.109+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,NA,NA,NA,NA,"2016-01-14T09:18:37.000+0000",1,NA,NA,NA,NA,"http://www.inaturalist.org/observations/2560377",NA,NA,"Rodentia",1459,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Steven Mlodinow",NA,"https://www.inaturalist.org/observations/2560377",NA,"© Steven Mlodinow some rights reserved","Steven Mlodinow",NA,NA,"Erethizon dorsatus (Linnaeus, 1758)",NA,NA,"Erethizon dorsatus",6066824,"dorsatus",NA,NA,"44026",6066824,NA,"SPECIES",NA,NA,NA,NA,NA,"2016-01-01","two buttes state wildlife area",NA,NA,NA,NA,2018-05-18
"473","GBIF","GBIF12","sighting",2016-05-29,2016,"2010s",43.24389,-118.895931,"iNaturalist",NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,"HUMAN_OBSERVATION",NA,NA,NA,"6587266","Mammalia",359,"United States","Observations",NA,NA,NA,323,"United States",110,NA,NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2017-06-11T05:04:46.000+0000",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-05-29T20:38:00.000+0000",NA,NA,"03:38:00Z","Erethizontidae",5498,NA,NA,NA,"United States","1571120223","Erethizon","Erethizon",2437593,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.inaturalist.org/observations/6587266","13606149",NA,NA,NA,NA,"6587266",NA,NA,NA,"iNaturalist",NA,NA,NA,"US",1571120223,"Animalia",1,NA,"2018-05-09T03:07:20.457+0000","2018-05-09T03:07:20.471+0000","2018-05-09T03:07:20.462+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,NA,NA,NA,NA,"2018-05-03T22:32:47.000+0000",5,NA,NA,NA,NA,"https://www.inaturalist.org/observations/6587266",NA,NA,"Rodentia",1459,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Brandon Hawn",NA,"https://www.inaturalist.org/observations/6587266",NA,"© Brandon Hawn some rights reserved","Brandon Hawn",NA,NA,"Erethizon dorsatus (Linnaeus, 1758)",NA,NA,"Erethizon dorsatus",6066824,"dorsatus",NA,NA,"44026",6066824,NA,"SPECIES",NA,NA,NA,NA,NA,"2016/05/29 8:38 PM PDT","34848 Sodhouse Ln, Princeton, OR 97721, USA",NA,NA,NA,NA,2018-05-18
"553","GBIF","GBIF13","sighting",2016-07-21,2016,"2010s",45.47361,-123.104164,"iNaturalist",NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,"HUMAN_OBSERVATION",NA,NA,NA,"3762843","Mammalia",359,"United States","Observations",NA,NA,NA,2752,"United States",110,NA,NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2016-07-29T04:38:02.000+0000",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-07-21T09:19:57.000+0000",NA,NA,"16:19:57Z","Erethizontidae",5498,NA,NA,NA,"United States","1291153382","Erethizon","Erethizon",2437593,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.inaturalist.org/observations/3762843","7243179",NA,NA,NA,NA,"3762843",NA,NA,NA,"iNaturalist",NA,NA,NA,"US",1291153382,"Animalia",1,NA,"2018-05-09T02:32:07.396+0000","2018-02-03T03:31:11.342+0000","2018-01-11T08:31:07.697+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,NA,NA,NA,NA,"2016-08-01T21:46:40.000+0000",7,NA,NA,NA,NA,"http://www.inaturalist.org/observations/3762843",NA,NA,"Rodentia",1459,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","inigomontoya",NA,"https://www.inaturalist.org/observations/3762843",NA,"© inigomontoya some rights reserved","inigomontoya",NA,NA,"Erethizon dorsatus (Linnaeus, 1758)",NA,NA,"Erethizon dorsatus",6066824,"dorsatus",NA,NA,"44026",6066824,NA,"SPECIES",NA,NA,NA,NA,NA,"2016-07-21 9:19:57 AM PDT","6375 Southwest Blue Heron Drive Forest Grove, OR 97116",NA,NA,NA,NA,2018-05-18
"576","GBIF","GBIF14","sighting",2016-09-25,2016,"2010s",47.790555,-117.530022,"iNaturalist",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,"HUMAN_OBSERVATION",NA,NA,NA,"5829717","Mammalia",359,"United States","Observations",NA,NA,NA,205,"United States",110,NA,NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2017-04-18T20:09:34.000+0000",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-09-25T00:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,"United States","1562889024","Erethizon","Erethizon",2437593,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.inaturalist.org/observations/5829717","12007543",NA,NA,NA,NA,"5829717",NA,NA,NA,"iNaturalist",NA,NA,NA,"US",1562889024,"Animalia",1,NA,"2018-05-09T03:01:58.049+0000","2018-02-15T09:19:31.829+0000","2018-02-15T09:19:31.805+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,NA,NA,NA,NA,"2018-02-07T18:08:29.000+0000",9,NA,NA,NA,NA,"https://www.inaturalist.org/observations/5829717",NA,NA,"Rodentia",1459,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Curtis Mahon",NA,"https://www.inaturalist.org/observations/5829717",NA,"© Curtis Mahon some rights reserved","Curtis Mahon",NA,NA,"Erethizon dorsatus (Linnaeus, 1758)",NA,NA,"Erethizon dorsatus",6066824,"dorsatus",NA,NA,"44026",6066824,NA,"SPECIES",NA,NA,NA,NA,NA,"2016/09/25 1:39 PM UTC","Spokane County, WA, USA",NA,NA,NA,NA,2018-05-18
"588","GBIF","GBIF15","sighting",2016-09-10,2016,"2010s",47.659881,-117.344391,"iNaturalist",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,"HUMAN_OBSERVATION",NA,NA,NA,"4153407","Mammalia",359,"United States","Observations",NA,NA,NA,100,"United States",110,NA,NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2016-09-20T04:51:24.000+0000",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-09-10T20:34:54.000+0000",NA,NA,"03:34:54Z","Erethizontidae",5498,NA,NA,NA,"United States","1315081242","Erethizon","Erethizon",2437593,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.inaturalist.org/observations/4153407","8133545",NA,NA,NA,NA,"4153407",NA,NA,NA,"iNaturalist",NA,NA,NA,"US",1315081242,"Animalia",1,NA,"2018-05-09T02:37:46.788+0000","2018-02-04T14:42:15.421+0000","2018-01-11T08:32:14.510+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,NA,NA,NA,NA,"2016-09-20T06:40:52.000+0000",9,NA,NA,NA,NA,"http://www.inaturalist.org/observations/4153407","In the parking area for the Spokane County Fair.",NA,"Rodentia",1459,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Gary Chang",NA,"https://www.inaturalist.org/observations/4153407",NA,"© Gary Chang some rights reserved","Gary Chang",NA,NA,"Erethizon dorsatus (Linnaeus, 1758)",NA,NA,"Erethizon dorsatus",6066824,"dorsatus",NA,NA,"44026",6066824,NA,"SPECIES",NA,NA,NA,NA,NA,"2016-09-10 20:34:54","Spokane County, US-WA, US",NA,NA,NA,NA,2018-05-18
"602","GBIF","GBIF16","sighting",2016-10-27,2016,"2010s",45.619896,-122.811484,"iNaturalist",NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,"HUMAN_OBSERVATION",NA,NA,NA,"4448038","Mammalia",359,"United States","Observations",NA,NA,NA,30,"United States",110,NA,NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2016-10-27T23:30:28.000+0000",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-10-27T16:30:01.000+0000",NA,NA,"23:30:01Z","Erethizontidae",5498,NA,NA,NA,"United States","1453175926","Erethizon","Erethizon",2437593,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.inaturalist.org/observations/4448038","8753546",NA,NA,NA,NA,"4448038",NA,NA,NA,"iNaturalist",NA,NA,NA,"US",1453175926,"Animalia",1,NA,"2018-05-09T02:41:51.404+0000","2018-02-03T05:42:16.406+0000","2018-01-11T08:33:02.749+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,NA,NA,NA,NA,"2016-10-28T15:50:30.000+0000",10,NA,NA,NA,NA,"http://www.inaturalist.org/observations/4448038",NA,NA,"Rodentia",1459,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","loon",NA,"https://www.inaturalist.org/observations/4448038",NA,"© loon some rights reserved","loon",NA,NA,"Erethizon dorsatus (Linnaeus, 1758)",NA,NA,"Erethizon dorsatus",6066824,"dorsatus",NA,NA,"44026",6066824,NA,"SPECIES",NA,NA,NA,NA,NA,"Thu Oct 27 2016 16:30:01 GMT-0700 (PDT)","13500–13572 NW Riverview Dr, Portland, OR, US",NA,NA,NA,NA,2018-05-18
"631","GBIF","GBIF17","sign",2015-01-28,2015,"2010s",46.548997,-120.500237,"iNaturalist",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,"HUMAN_OBSERVATION",NA,NA,NA,"1208148","Mammalia",359,"United States","Observations",NA,NA,NA,NA,"United States",110,NA,NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2015-02-02T18:29:05.000+0000",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-01-28T10:52:19.000+0000",NA,NA,"18:52:19Z","Erethizontidae",5498,NA,NA,NA,"United States","1453050926","Erethizon","Erethizon",2437593,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.inaturalist.org/observations/1208148","2234821",NA,NA,NA,NA,"1208148",NA,NA,NA,"iNaturalist",NA,NA,NA,"US",1453050926,"Animalia",1,NA,"2018-05-09T02:16:04.959+0000","2018-02-03T05:41:25.699+0000","2018-01-11T08:24:41.944+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,NA,NA,NA,NA,"2017-03-19T02:16:44.000+0000",1,NA,NA,NA,NA,"http://www.inaturalist.org/observations/1208148","Chewing marks 15 feet up in the tree",NA,"Rodentia",1459,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","tannybanany",NA,"https://www.inaturalist.org/observations/1208148",NA,"© tannybanany some rights reserved","tannybanany",NA,NA,"Erethizon dorsatus (Linnaeus, 1758)",NA,NA,"Erethizon dorsatus",6066824,"dorsatus",NA,NA,"44026",6066824,NA,"SPECIES",NA,NA,NA,NA,NA,"Wed Jan 28 2015 10:52:19 GMT-0800 (PST)","Yakima County, US-WA, US",NA,NA,NA,NA,2018-05-18
"705","GBIF","GBIF18","sighting",2015-06-19,2015,"2010s",46.762417,-123.306879,"iNaturalist",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,"HUMAN_OBSERVATION",NA,NA,NA,"1648061","Mammalia",359,"United States","Observations",NA,NA,NA,5,"United States",110,NA,NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2015-06-19T21:45:02.000+0000",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-06-19T01:52:24.000+0000",NA,NA,"08:52:24Z","Erethizontidae",5498,NA,NA,NA,"United States","1098915828","Erethizon","Erethizon",2437593,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.inaturalist.org/observations/1648061","3097495",NA,NA,NA,NA,"1648061",NA,NA,NA,"iNaturalist",NA,NA,NA,"US",1098915828,"Animalia",1,NA,"2018-05-09T02:19:18.612+0000","2018-02-04T20:52:41.937+0000","2018-01-11T08:25:54.630+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,NA,NA,NA,NA,"2015-07-03T01:47:56.000+0000",6,NA,NA,NA,NA,"http://www.inaturalist.org/observations/1648061",NA,NA,"Rodentia",1459,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Alysa Joaquin",NA,"https://www.inaturalist.org/observations/1648061",NA,"© Alysa Joaquin some rights reserved","Alysa Joaquin",NA,NA,"Erethizon dorsatus (Linnaeus, 1758)",NA,NA,"Erethizon dorsatus",6066824,"dorsatus",NA,NA,"44026",6066824,NA,"SPECIES",NA,NA,NA,NA,NA,"Fri Jun 19 2015 01:52:24 GMT-0700 (PDT)","997 Garrard Creek Rd, Rochester, WA, US",NA,NA,NA,NA,2018-05-18
"754","GBIF","GBIF19","sighting",2015-09-10,2015,"2010s",45.583454,-123.560232,"iNaturalist",NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,"HUMAN_OBSERVATION",NA,NA,NA,"2021622","Mammalia",359,"United States","Observations",NA,NA,NA,183,"United States",110,NA,NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2015-10-02T05:13:45.000+0000",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-09-10T00:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,"United States","1143560062","Erethizon","Erethizon",2437593,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.inaturalist.org/observations/2021622","3850167",NA,NA,NA,NA,"2021622",NA,NA,NA,"iNaturalist",NA,NA,NA,"US",1143560062,"Animalia",1,NA,"2018-05-09T02:22:07.774+0000","2018-02-04T15:17:08.152+0000","2018-01-11T08:26:53.739+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,NA,NA,NA,NA,"2015-10-02T05:17:36.000+0000",9,NA,NA,NA,NA,"http://www.inaturalist.org/observations/2021622",NA,NA,"Rodentia",1459,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","camiewestfall",NA,"https://www.inaturalist.org/observations/2021622",NA,"© camiewestfall some rights reserved","camiewestfall",NA,NA,"Erethizon dorsatus (Linnaeus, 1758)",NA,NA,"Erethizon dorsatus",6066824,"dorsatus",NA,NA,"44026",6066824,NA,"SPECIES",NA,NA,NA,NA,NA,"2015-09-10","Tillamook Forest Center Tillamook OR",NA,NA,NA,NA,2018-05-18
"841","GBIF","GBIF20","sighting",2014-07-26,2014,"2010s",44.942898,-123.035096,"iNaturalist",NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,"HUMAN_OBSERVATION",NA,NA,NA,"9900347","Mammalia",359,"United States","Observations",NA,NA,NA,11100,"United States",110,NA,NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2018-02-18T01:54:01.000+0000",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-07-26T23:56:00.000+0000",NA,NA,"06:56:00Z","Erethizontidae",5498,NA,NA,NA,"United States","1831201789","Erethizon","Erethizon",2437593,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.inaturalist.org/observations/9900347","21855772",NA,NA,NA,NA,"9900347",NA,NA,NA,"iNaturalist",NA,NA,NA,"US",1831201789,"Animalia",1,NA,"2018-05-09T03:27:51.841+0000","2018-03-08T06:57:54.109+0000","2018-03-08T06:57:06.101+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,NA,NA,NA,NA,"2018-02-21T00:53:40.000+0000",7,NA,NA,NA,NA,"https://www.inaturalist.org/observations/9900347","Juvenile North American porcupine",NA,"Rodentia",1459,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","pangolinzen",NA,"https://www.inaturalist.org/observations/9900347",NA,"© pangolinzen some rights reserved","pangolinzen",NA,NA,"Erethizon dorsatus (Linnaeus, 1758)",NA,NA,"Erethizon dorsatus",6066824,"dorsatus",NA,NA,"44026",6066824,NA,"SPECIES",NA,NA,NA,NA,NA,"2014/07/26 11:56 PM PDT","Salem, OR, USA",NA,NA,NA,NA,2018-05-18
"861","GBIF","GBIF21","roadkill",2014-09-04,2014,"2010s",46.605367,-120.890671,"iNaturalist",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,"HUMAN_OBSERVATION",NA,NA,NA,"890661","Mammalia",359,"United States","Observations",NA,NA,NA,26951,"United States",110,NA,NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2014-09-23T04:43:35.000+0000",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-09-04T15:05:46.000+0000",NA,NA,"22:05:46Z","Erethizontidae",5498,NA,NA,NA,"United States","1702491011","Erethizon","Erethizon",2437593,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.inaturalist.org/observations/890661","1585414",NA,NA,NA,NA,"890661",NA,"Coordinate uncertainty increased to 26951m at the request of the observer",NA,"iNaturalist",NA,NA,NA,"US",1702491011,"Animalia",1,NA,"2018-05-09T03:23:13.815+0000","2018-04-30T16:37:40.583+0000","2018-04-30T16:37:40.571+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,NA,NA,NA,NA,"2017-11-04T05:38:33.000+0000",9,NA,NA,NA,NA,"http://www.inaturalist.org/observations/890661",NA,NA,"Rodentia",1459,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","tiwane",NA,"https://www.inaturalist.org/observations/890661",NA,"© tiwane some rights reserved","tiwane",NA,NA,"Erethizon dorsatus (Linnaeus, 1758)",NA,NA,"Erethizon dorsatus",6066824,"dorsatus",NA,NA,"44026",6066824,NA,"SPECIES",NA,NA,NA,NA,NA,"2014-09-04 15:05:46","Yakima County, US-WA, US",NA,NA,NA,NA,2018-05-18
"889","GBIF","GBIF22","sign",2013-03-10,2013,"2010s",46.937909,-119.956977,"iNaturalist",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,"HUMAN_OBSERVATION",NA,NA,NA,"376415","Mammalia",359,"United States","Observations",NA,NA,NA,NA,"United States",110,NA,NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2013-08-24T23:48:47.000+0000",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-03-10T00:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,"United States","891731295","Erethizon","Erethizon",2437593,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.inaturalist.org/observations/376415","624816",NA,NA,NA,NA,"376415",NA,NA,NA,"iNaturalist",NA,NA,NA,"US",891731295,"Animalia",1,NA,"2018-05-09T02:32:07.820+0000","2018-02-04T15:09:30.661+0000","2017-06-08T07:03:03.074+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,NA,NA,NA,NA,"2014-10-20T07:27:52.000+0000",3,NA,NA,NA,NA,"http://www.inaturalist.org/observations/376415","A long string of porcupine scat. Some of these scat strings measured over 3 feet.",NA,"Rodentia",1459,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Filip Tkaczyk",NA,"https://www.inaturalist.org/observations/376415",NA,"© Filip Tkaczyk some rights reserved","Filip Tkaczyk",NA,NA,"Erethizon dorsatus (Linnaeus, 1758)",NA,NA,"Erethizon dorsatus",6066824,"dorsatus",NA,NA,"44026",6066824,NA,"SPECIES",NA,NA,NA,NA,NA,"2013-03-10","Vantage, WA",NA,NA,NA,NA,2018-05-18
"894","GBIF","GBIF23","sign",2013-04-11,2013,"2010s",46.398919,-118.85612,"iNaturalist",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,"HUMAN_OBSERVATION",NA,NA,NA,"356123","Mammalia",359,"United States","Observations",NA,NA,NA,NA,"United States",110,NA,NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2013-08-04T05:40:53.000+0000",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-04-11T00:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,"United States","891722831","Erethizon","Erethizon",2437593,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.inaturalist.org/observations/356123","587446",NA,NA,NA,NA,"356123",NA,NA,NA,"iNaturalist",NA,NA,NA,"US",891722831,"Animalia",1,NA,"2018-05-09T02:31:08.276+0000","2018-02-04T15:09:26.017+0000","2017-03-29T16:43:22.121+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,NA,NA,NA,NA,"2014-10-20T06:30:44.000+0000",4,NA,NA,NA,NA,"http://www.inaturalist.org/observations/356123","Porcupine trail and close up of front and hind track.",NA,"Rodentia",1459,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Filip Tkaczyk",NA,"https://www.inaturalist.org/observations/356123",NA,"© Filip Tkaczyk some rights reserved","Filip Tkaczyk",NA,NA,"Erethizon dorsatus (Linnaeus, 1758)",NA,NA,"Erethizon dorsatus",6066824,"dorsatus",NA,NA,"44026",6066824,NA,"SPECIES",NA,NA,NA,NA,NA,"2013-04-11","Pasco, WA",NA,NA,NA,NA,2018-05-18
