"","source","id","type","date","year","decade","lat","lon","source2","type_gbif","state","acceptedNameUsage","accessRights","adm1","adm2","associatedOccurrences","associatedReferences","associatedSequences","associatedTaxa","basisOfRecord","bed","behavior","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","crawlId","created","dataGeneralizations","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestAgeOrLowestStage","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","group","habitat","higherClassification","higherGeography","highestBiostratigraphicZone","http://unknown.org/classs","http://unknown.org/occurrenceDetails","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","latestAgeOrHighestStage","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","lithostratigraphicTerms","locality","locationAccordingTo","locationID","locationRemarks","lowestBiostratigraphicZone","member","modified","month","municipality","nameAccordingTo","namePublishedInYear","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingEffort","samplingProtocol","scientificName","scientificNameID","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonConceptID","taxonID","taxonKey","taxonomicStatus","taxonRank","taxonRemarks","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimSRS","verbatimTaxonRank","vernacularName","waterBody","downloadDate"
"3119","GBIF","GBIF75","specimen",1939-07-12,1939,"1930s",46.1133310340563,-121.762595305338,"MVZ","PhysicalObject","Washington",NA,"http://www.vertnet.org/resources/norms.html","Washington","Skamania County",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"87862","Mammalia",359,"Twin Buttes Ranger Station, 3 mi WSW Steamboat Mt., Washington, Skamania County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",NA,4840.91,"United States",92,NA,NA,NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-27T00:00:00.000+0000",12,NA,NA,NA,"sex=male",NA,NA,NA,NA,NA,1188.72,0,"193",NA,"1939-07-12T00:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,"United States","1145883880","Erethizon","Erethizon",2437593,"WGS84",NA,"Jasmine Gallaher","2003-04-07 00:00:00.0","MaNIS georeferencing guidelines",NA,"GNIS","unverified",NA,NA,"Animalia; Chordata; Mammalia; Rodentia; Erethizontidae;","North America, United States, Washington, Skamania County",NA,NA,NA,NA,"A",NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:87862?seid=952643",1,NA,"epixanthus","MVZ","urn:lsid:biocol.org:col:34777",NA,NA,"US",1145883880,"Animalia",1,"en","2018-05-08T18:47:50.430+0000","2018-05-08T18:49:44.149+0000","2018-05-08T18:47:50.435+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"Twin Buttes Ranger Station, 3 mi WSW Steamboat Mt.","Jasmine Gallaher",NA,NA,NA,NA,"2018-04-18T22:59:31.000+0000",7,NA,NA,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:87862?seid=952643",NA,NA,"Rodentia",1459,"http://arctos.database.museum/guid/MVZ:Mamm:87862","collector number=149",NA,NA,"Chordata",44,"skull; skin, study; skeleton","<i>Erethizon dorsatum epixanthum</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): John E. Chattin","149","http://arctos.database.museum/guid/MVZ:Mamm:87862",NA,NA,NA,NA,NA,"Erethizon dorsatus epixanthus Brandt, 1835",NA,"MALE","Erethizon dorsatus",6066824,"dorsatus",NA,NA,NA,6066827,NA,"SUBSPECIES",NA,NA,NA,"decimal degrees",NA,"12 Jul 1939","Twin Buttes R.S., 3 mi WSW Steamboat Mt.",NA,NA,NA,NA,2018-05-18
"3124","GBIF","GBIF76","specimen",1939-07-04,1939,"1930s",45.6836427821218,-120.773761866299,"MVZ","PhysicalObject","Oregon",NA,"http://www.vertnet.org/resources/norms.html","Oregon","Sherman County",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"87863","Mammalia",359,"2 mi WSW Rufus, Oregon, Sherman County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",NA,4147.28,"United States",92,NA,NA,NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-27T00:00:00.000+0000",4,NA,NA,NA,"sex=unknown",NA,NA,NA,NA,NA,91.44,0,"185",NA,"1939-07-04T00:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,"United States","1145883903","Erethizon","Erethizon",2437593,"WGS84",NA,"Gary W. Shugart","2002-07-02 00:00:00.0","MaNIS georeferencing guidelines",NA,"GNIS downloaded Feb 2002","unverified",NA,NA,"Animalia; Chordata; Mammalia; Rodentia; Erethizontidae;","North America, United States, Oregon, Sherman County",NA,NA,NA,NA,"A",NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:87863?seid=815502",1,NA,"epixanthus","MVZ","urn:lsid:biocol.org:col:34777",NA,NA,"US",1145883903,"Animalia",1,"en","2018-05-08T18:47:50.360+0000","2018-05-08T18:49:44.081+0000","2018-05-08T18:47:50.376+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"2 mi WSW Rufus","Gary W. Shugart",NA,NA,NA,NA,"2018-04-18T12:56:10.000+0000",7,NA,NA,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:87863?seid=815502","CRANIUM ONLY;PICKUP",NA,"Rodentia",1459,"http://arctos.database.museum/guid/MVZ:Mamm:87863","collector number=56",NA,NA,"Chordata",44,"skull","<i>Erethizon dorsatum epixanthum</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): John E. Chattin","56","http://arctos.database.museum/guid/MVZ:Mamm:87863",NA,NA,NA,NA,NA,"Erethizon dorsatus epixanthus Brandt, 1835",NA,NA,"Erethizon dorsatus",6066824,"dorsatus",NA,NA,NA,6066827,NA,"SUBSPECIES",NA,NA,NA,"decimal degrees",NA,"4 Jul 1939","2 mi WSW Rufus",NA,NA,NA,NA,2018-05-18
"3149","GBIF","GBIF77","specimen",1938-06-24,1938,"1930s",44.032049163064,-121.535951370674,"MVZ","PhysicalObject","Oregon",NA,"http://www.vertnet.org/resources/norms.html","Oregon","Deschutes County",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"84037","Mammalia",359,"Tumalo Creek, 11 mi W Bend, Oregon, Deschutes County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",NA,9116.93,"United States",92,NA,NA,NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-27T00:00:00.000+0000",24,NA,NA,NA,"sex=male",NA,NA,NA,NA,NA,1432.56,0,"175",NA,"1938-06-24T00:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,"United States","1145879624","Erethizon","Erethizon",2437593,"WGS84",NA,"Gary W. Shugart","2002-07-02 00:00:00.0","MaNIS georeferencing guidelines",NA,"GNIS downloaded Feb 2002","unverified",NA,NA,"Animalia; Chordata; Mammalia; Rodentia; Erethizontidae;","North America, United States, Oregon, Deschutes County",NA,NA,NA,NA,"A",NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:84037?seid=1278200",1,NA,"epixanthus","MVZ","urn:lsid:biocol.org:col:34777",NA,NA,"US",1145879624,"Animalia",1,"en","2018-05-08T18:47:46.779+0000","2018-05-08T18:49:38.913+0000","2018-05-08T18:47:46.827+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"Tumalo Creek, 11 mi W Bend","Gary W. Shugart",NA,NA,NA,NA,"2018-04-20T05:07:43.000+0000",6,NA,NA,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:84037?seid=1278200",NA,NA,"Rodentia",1459,"http://arctos.database.museum/guid/MVZ:Mamm:84037","collector number=3090",NA,NA,"Chordata",44,"skull; skin, study","<i>Erethizon dorsatum epixanthum</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): Alden H. Miller","3090","http://arctos.database.museum/guid/MVZ:Mamm:84037",NA,NA,NA,NA,NA,"Erethizon dorsatus epixanthus Brandt, 1835",NA,"MALE","Erethizon dorsatus",6066824,"dorsatus",NA,NA,NA,6066827,NA,"SUBSPECIES",NA,NA,NA,"decimal degrees",NA,"24 Jun 1938","Tumalo Creek, 11 mi W Bend",NA,NA,NA,NA,2018-05-18
"3150","GBIF","GBIF78","specimen",1938-06-28,1938,"1930s",44.0580481830722,-121.616253811699,"MVZ","PhysicalObject","Oregon",NA,"http://www.vertnet.org/resources/norms.html","Oregon","Deschutes County",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"84036","Mammalia",359,"Tumalo Creek, 15 mi W Bend, Oregon, Deschutes County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",NA,21780.86,"United States",92,NA,NA,NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-27T00:00:00.000+0000",28,NA,NA,NA,"sex=male",NA,NA,NA,NA,NA,1859.28,0,"179",NA,"1938-06-28T00:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,"United States","1145879627","Erethizon","Erethizon",2437593,"WGS84",NA,"Gary W. Shugart","2002-07-02 00:00:00.0","MaNIS georeferencing guidelines",NA,"GNIS downloaded Feb 2002","unverified",NA,NA,"Animalia; Chordata; Mammalia; Rodentia; Erethizontidae;","North America, United States, Oregon, Deschutes County",NA,NA,NA,NA,"A",NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:84036?seid=1615825",1,NA,"epixanthus","MVZ","urn:lsid:biocol.org:col:34777",NA,NA,"US",1145879627,"Animalia",1,"en","2018-05-08T18:47:46.805+0000","2018-05-08T18:49:38.865+0000","2018-05-08T18:47:46.817+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"Tumalo Creek, 15 mi W Bend","Gary W. Shugart",NA,NA,NA,NA,"2018-04-21T02:35:34.000+0000",6,NA,NA,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:84036?seid=1615825",NA,NA,"Rodentia",1459,"http://arctos.database.museum/guid/MVZ:Mamm:84036","collector number=1269",NA,NA,"Chordata",44,"skull; skin, study","<i>Erethizon dorsatum epixanthum</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): Thomas P. Maslin","1269","http://arctos.database.museum/guid/MVZ:Mamm:84036",NA,NA,NA,NA,NA,"Erethizon dorsatus epixanthus Brandt, 1835",NA,"MALE","Erethizon dorsatus",6066824,"dorsatus",NA,NA,NA,6066827,NA,"SUBSPECIES",NA,NA,NA,"decimal degrees",NA,"28 Jun 1938","Tumalo Creek, 15 mi W Bend",NA,NA,NA,NA,2018-05-18
"3155","GBIF","GBIF79","specimen",1938-08-11,1938,"1930s",46.7530589843317,-121.639234757386,"PSM","PhysicalObject","Washington",NA,"http://vertnet.org/resources/norms.html","Washington","Lewis",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"Mammal-10102","Mammalia",359,"Stevens Canyon, Mount Rainier National Park, Washington, Lewis, United States, NORTH_AMERICA","Mammal",NA,"NORTH_AMERICA",NA,496,"United States",57,NA,NA,NA,"8eddc200-f535-4c65-9b4d-f723eafe607e",NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"223","NATIVE","1938-08-11T00:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,"United States","812646451","Erethizon","Erethizon",2437593,"WGS84",NA,"John Rozdilsky (UWBM)","6/4/2003",NA,NA,"GNIS","requires verification",NA,NA,"Mammalia | Rodentia | Erethizontidae | Erethizon","| USA | WASHINGTON | LEWIS |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:PSM:Mammal:Mammal-10102",NA,NA,NA,"PSM","urn:lsid:biocol.org:col:34825",NA,NA,"US",812646451,"Animalia",1,"en","2017-10-08T11:02:23.427+0000","2018-02-04T15:56:13.608+0000","2016-12-24T11:29:54.208+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"Stevens Canyon, Mount Rainier National Park",NA,NA,NA,NA,NA,"2016-05-26T00:00:00.000+0000",8,NA,NA,NA,"ICZN","urn:catalog:PSM:Mammal:Mammal-10102",NA,"present","Rodentia",1459,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","f56c5f80-055c-11d8-b84e-b8a03c50a862","E. A. Kitchin",NA,"http://portal.vertnet.org/o/psm/mammal?id=mammal-10102",NA,NA,NA,NA,NA,"Erethizon dorsatus (Linnaeus, 1758)",NA,"FEMALE","Erethizon dorsatus",6066824,"dorsatus","223",NA,NA,6066824,NA,"SPECIES",NA,NA,NA,"decimal degrees",NA,NA,"USA | Washington | Lewis | Stevens Canyon, Mount Rainier National Park",NA,NA,NA,NA,2018-05-18
"3182","GBIF","GBIF80","specimen",1937-07-19,1937,"1930s",44.3241776441135,-117.964565766036,"MVZ","PhysicalObject","Oregon",NA,"http://www.vertnet.org/resources/norms.html","Oregon","Malheur County",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"79588","Mammalia",359,"1 mi W Ironside, Oregon, Malheur County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",NA,2385.05,"United States",92,NA,NA,NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-27T00:00:00.000+0000",19,NA,NA,NA,"sex=female",NA,NA,NA,NA,NA,1158.24,0,"200",NA,"1937-07-19T00:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,"United States","1145874680","Erethizon","Erethizon",2437593,"WGS84",NA,"Gary W. Shugart","2002-07-02 00:00:00.0","MaNIS georeferencing guidelines",NA,"GNIS downloaded Feb 2002","unverified",NA,NA,"Animalia; Chordata; Mammalia; Rodentia; Erethizontidae;","North America, United States, Oregon, Malheur County",NA,NA,NA,NA,"A",NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:79588?seid=586608",1,NA,"epixanthus","MVZ","urn:lsid:biocol.org:col:34777",NA,NA,"US",1145874680,"Animalia",1,"en","2018-05-08T18:47:42.689+0000","2018-05-08T18:49:33.022+0000","2018-05-08T18:47:42.711+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"1 mi W Ironside","Gary W. Shugart",NA,NA,NA,NA,"2018-04-19T21:49:43.000+0000",7,NA,NA,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:79588?seid=586608",NA,NA,"Rodentia",1459,"http://arctos.database.museum/guid/MVZ:Mamm:79588","collector number=2594",NA,NA,"Chordata",44,"skull; skin, study; skeleton","<i>Erethizon dorsatum epixanthum</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): David H. Johnson","2594","http://arctos.database.museum/guid/MVZ:Mamm:79588",NA,NA,NA,NA,NA,"Erethizon dorsatus epixanthus Brandt, 1835",NA,"FEMALE","Erethizon dorsatus",6066824,"dorsatus",NA,NA,NA,6066827,NA,"SUBSPECIES",NA,NA,NA,"decimal degrees",NA,"19 Jul 1937","1 mi W Ironside",NA,NA,NA,NA,2018-05-18
"3210","GBIF","GBIF81","specimen",1936-07-16,1936,"1930s",41.9997863288807,-119.990780229906,"MVZ","PhysicalObject","Oregon",NA,"http://www.vertnet.org/resources/norms.html","Nevada","Washoe County",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"74292","Mammalia",359,"12-Mile Creek, 0.5 mi E California line, Nevada, Washoe County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",NA,1527.27,"United States",92,NA,NA,NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-27T00:00:00.000+0000",16,NA,NA,NA,"sex=female",NA,NA,NA,NA,NA,1615.44,0,"198",NA,"1936-07-16T00:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,"United States","1837219064","Erethizon","Erethizon",2437593,"WGS84",NA,"Cyril L. Fernandez","2002-04-26 00:00:00.0","not recorded",NA,"ArcView GNIS","unaccepted",NA,NA,"Animalia; Chordata; Mammalia; Rodentia; Erethizontidae;","North America, United States, Nevada, Washoe County",NA,NA,NA,NA,"A",NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:74292?seid=898110",1,NA,"epixanthus","MVZ","urn:lsid:biocol.org:col:34777",NA,NA,"US",1837219064,"Animalia",1,"en","2018-05-08T18:47:35.564+0000","2018-05-08T18:49:25.994+0000","2018-05-08T18:47:35.583+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"12-Mile Creek, 0.5 mi E California line","Cyril L. Fernandez",NA,NA,NA,NA,"2018-04-21T14:57:44.000+0000",7,NA,NA,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:74292?seid=898110",NA,NA,"Rodentia",1459,"http://arctos.database.museum/guid/MVZ:Mamm:74292","collector number=4916",NA,NA,"Chordata",44,"skull; skin, study","<i>Erethizon dorsatum epixanthum</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): Ward C. Russell","4916","http://arctos.database.museum/guid/MVZ:Mamm:74292",NA,NA,NA,NA,NA,"Erethizon dorsatus epixanthus Brandt, 1835",NA,"FEMALE","Erethizon dorsatus",6066824,"dorsatus",NA,NA,NA,6066827,NA,"SUBSPECIES",NA,NA,NA,"decimal degrees",NA,"16 Jul 1936","12-Mile Creek, 1/2 mi E Calif line",NA,NA,NA,NA,2018-05-18
"3218","GBIF","GBIF82","specimen",1936-07-16,1936,"1930s",41.9947924076825,-119.989445121223,"MVZ","PhysicalObject","Oregon",NA,"http://www.vertnet.org/resources/norms.html","Nevada","Washoe County",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"74293","Mammalia",359,"12-Mile Creek, 0.5 mi E California line, Nevada, Washoe County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",NA,128.75,"United States",92,NA,NA,NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-27T00:00:00.000+0000",16,NA,NA,NA,"sex=unknown",NA,NA,NA,NA,NA,1615.44,0,"198",NA,"1936-07-16T00:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,"United States","1145868830","Erethizon","Erethizon",2437593,"WGS84",NA,"Jonathan C. Yip","2005-08-18 00:00:00.0","MaNIS georeferencing guidelines",NA,"Terrain Navigator 5.03 USGS 1:24,000","unverified",NA,NA,"Animalia; Chordata; Mammalia; Rodentia; Erethizontidae;","North America, United States, Nevada, Washoe County",NA,NA,NA,NA,"A",NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:74293?seid=855359",1,NA,"epixanthus","MVZ","urn:lsid:biocol.org:col:34777",NA,NA,"US",1145868830,"Animalia",1,"en","2018-05-08T18:47:35.422+0000","2018-05-08T18:49:25.881+0000","2018-05-08T18:47:35.444+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"12-Mile Creek, 0.5 mi E California line","Jonathan C. Yip",NA,NA,NA,NA,"2018-04-19T18:15:07.000+0000",7,NA,NA,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:74293?seid=855359","CRANIUM ONLY;PICKUP",NA,"Rodentia",1459,"http://arctos.database.museum/guid/MVZ:Mamm:74293","collector number=202",NA,NA,"Chordata",44,"skull","<i>Erethizon dorsatum epixanthum</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): Dwight C. Smiley","202","http://arctos.database.museum/guid/MVZ:Mamm:74293",NA,NA,NA,NA,NA,"Erethizon dorsatus epixanthus Brandt, 1835",NA,NA,"Erethizon dorsatus",6066824,"dorsatus",NA,NA,NA,6066827,NA,"SUBSPECIES",NA,NA,NA,"decimal degrees",NA,"16 Jul 1936","12-Mile Creek, 1/2 mi E Calif line",NA,NA,NA,NA,2018-05-18
"3240","GBIF","GBIF83","specimen",1936-12-18,1936,"1930s",46.9453435814288,-119.986965452617,"UWBM","PhysicalObject","Washington",NA,"http://vertnet.org/resources/norms.html","Washington","Grant County",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"15244","Mammalia",359,"Vantage Ferry, Washington, Grant County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,978,"United States",61,NA,NA,NA,"830eb5d0-f762-11e1-a439-00145eb45e9a",NA,"2017-07-11T00:00:00.000+0000",18,NA,NA,NA,"hind foot with claw=112 mm; tail length=225 mm; total length=820 mm; verbatim collector=D. E. Brown ; verbatim collector=D. E. Brown 304 ; sex=female",NA,NA,NA,NA,NA,NA,NA,"353",NA,"1936-12-18T00:00:00.000+0000",NA,"native",NA,"Erethizontidae",5498,NA,NA,NA,"United States","1702666697","Erethizon","Erethizon",2437593,"WGS84",NA,"unknown","2017-07-11 00:00:00.0","not recorded",NA,"unknown","unverified",NA,NA,"Animalia; Chordata; Mammalia; Rodentia; Erethizontidae;  (Linnaeus, 1758)","North America, United States, Washington, Grant County",NA,NA,NA,NA,"A",NA,"legacy","unknown","http://arctos.database.museum/guid/UWBM:Mamm:15244?seid=3661535",1,NA,NA,"UWBM","http://biocol.org/urn:lsid:biocol.org:col:34878",NA,NA,"US",1702666697,"Animalia",1,"en","2018-05-09T08:35:23.838+0000","2018-02-03T19:53:04.692+0000","2017-11-29T18:00:00.270+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"Vantage Ferry","unknown",NA,"; VERBATIMCOORDINATESYSTEM: decimal degrees; GEOREFERENCEDBY: Jasmine Gallaher (UWBM); GEOREFERENCEDDATE: 7 Apr 1999; GEOREFERENCESOURCES: GNIS; GEOREFERENCEVERIFICATIONSTATUS: requires verification",NA,NA,"2017-07-25T20:35:53.000+0000",12,NA,NA,NA,"ICZN","http://arctos.database.museum/guid/UWBM:Mamm:15244?seid=3661535",NA,NA,"Rodentia",1459,"http://arctos.database.museum/guid/UWBM:Mamm:15244",NA,NA,NA,"Chordata",44,"skull; skin, study","<i>Erethizon dorsatum</i> (accepted ID) identified by unknown on 2017-07-11; method: legacy","DWC_ARCHIVE","US","06fcbbf0-0562-11d8-b851-b8a03c50a862",NA,NA,"http://arctos.database.museum/guid/UWBM:Mamm:15244",NA,NA,NA,NA,NA,"Erethizon dorsatus (Linnaeus, 1758)",NA,"FEMALE","Erethizon dorsatus",6066824,"dorsatus",NA,NA,NA,6066824,NA,"SPECIES",NA,NA,NA,"decimal degrees",NA,"before 2017-07-11","USA | Washington | Grant | Vantage Ferry",NA,NA,NA,NA,2018-05-18
"3276","GBIF","GBIF84","specimen",1935-09-07,1935,"1930s",46.7613993786201,-121.593683749197,"PSM","PhysicalObject","Washington",NA,"http://vertnet.org/resources/norms.html","Washington",NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"Mammal-10101","Mammalia",359,"Cowlitz Divide, Mount Rainier National Park, Washington, United States, NORTH_AMERICA","Mammal",NA,"NORTH_AMERICA",NA,1300,"United States",57,NA,NA,NA,"8eddc200-f535-4c65-9b4d-f723eafe607e",NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"250","NATIVE","1935-09-07T00:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,"United States","812646450","Erethizon","Erethizon",2437593,"WGS84",NA,"John Rozdilsky (UWBM)","4/6/2003",NA,NA,"GNIS","requires verification",NA,NA,"Mammalia | Rodentia | Erethizontidae | Erethizon","| USA | Washington | Pierce or Lewis |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:PSM:Mammal:Mammal-10101",NA,NA,NA,"PSM","urn:lsid:biocol.org:col:34825",NA,NA,"US",812646450,"Animalia",1,"en","2017-10-08T11:02:23.439+0000","2018-02-04T15:56:12.836+0000","2016-12-24T11:29:54.214+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"Cowlitz Divide, Mount Rainier National Park",NA,NA,NA,NA,NA,"2016-05-26T00:00:00.000+0000",9,NA,NA,NA,"ICZN","urn:catalog:PSM:Mammal:Mammal-10101",NA,"present","Rodentia",1459,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","f56c5f80-055c-11d8-b84e-b8a03c50a862","E. A. Kitchin",NA,"http://portal.vertnet.org/o/psm/mammal?id=mammal-10101",NA,NA,NA,NA,NA,"Erethizon dorsatus (Linnaeus, 1758)",NA,"MALE","Erethizon dorsatus",6066824,"dorsatus","250",NA,NA,6066824,NA,"SPECIES",NA,NA,NA,"decimal degrees",NA,NA,"USA | Washington | Pierce or Lewis | Cowlitz Divide, Mount Rainier National Park",NA,NA,NA,NA,2018-05-18
